Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn
CUST0179,Bola Curtis,Feb-25,69,Osun,Broadband MiFi,Female,3,Good,16,30GB Monthly Broadband Plan,9000,3,27000,190.84,Yes,Poor Network
CUST0179,Bola Curtis,Feb-25,69,Osun,Mobile SIM Card,Female,3,Good,16,12.5GB Monthly Plan,5500,10,55000,173.27,Yes,Poor Network
CUST0180,Ese Haley,Feb-25,27,Sokoto,Mobile SIM Card,Male,3,Good,24,25GB Monthly Plan,9000,16,144000,118.54,No,
CUST0180,Ese Haley,Feb-25,27,Sokoto,Mobile SIM Card,Male,3,Good,24,500MB Daily Plan,350,18,6300,146.63,No,
CUST0181,Halima Walker,Feb-25,35,Lagos,Broadband MiFi,Female,5,Excellent,2,60GB Monthly Broadband Plan,14500,10,145000,169.88,No,
CUST0181,Halima Walker,Feb-25,35,Lagos,4G Router,Female,5,Excellent,2,65GB Monthly Plan,16000,8,128000,41.44,No,
CUST0181,Halima Walker,Feb-25,35,Lagos,Mobile SIM Card,Female,5,Excellent,2,20GB Monthly Plan,7500,2,15000,98.66,No,
CUST0182,Obinna Mills,Feb-25,51,Katsina,Mobile SIM Card,Male,5,Excellent,59,3.2GB 2-Day Plan,1000,17,17000,116.36,No,
CUST0182,Obinna Mills,Feb-25,51,Katsina,5G Broadband Router,Male,5,Excellent,59,300GB FUP Monthly Unlimited,30000,13,390000,127.62,No,
CUST0183,Kunle Shaw,Mar-25,23,Kwara,5G Broadband Router,Male,3,Good,16,1.5TB Yearly Broadband Plan,150000,3,450000,54.76,No,
CUST0183,Kunle Shaw,Mar-25,23,Kwara,4G Router,Male,3,Good,16,10GB+10mins Monthly Plan,4500,19,85500,27.65,No,
CUST0184,Ngozi Webb,Feb-25,35,Anambra,5G Broadband Router,Male,3,Good,29,120GB Monthly Broadband Plan,24000,4,96000,92.94,No,
CUST0184,Ngozi Webb,Feb-25,35,Anambra,Broadband MiFi,Male,3,Good,29,30GB Monthly Broadband Plan,9000,10,90000,31.94,No,
CUST0184,Ngozi Webb,Feb-25,35,Anambra,Mobile SIM Card,Male,3,Good,29,65GB Monthly Plan,16000,11,176000,43.4,No,
CUST0185,Obinna Young,Jan-25,27,Imo,Mobile SIM Card,Female,3,Good,26,12.5GB Monthly Plan,5500,18,99000,111.41,Yes,Poor Customer Service
CUST0186,Halima Harrison,Feb-25,28,Sokoto,4G Router,Male,1,Poor,52,10GB+10mins Monthly Plan,4500,12,54000,164.82,Yes,Better Offers from Competitors
CUST0187,Chinedu Brown,Feb-25,49,Kaduna,5G Broadband Router,Male,4,Very Good,5,150GB FUP Monthly Unlimited,20000,15,300000,9.02,No,
CUST0188,Sade Cruz,Jan-25,37,Kwara,5G Broadband Router,Female,4,Very Good,32,60GB Monthly Broadband Plan,14500,9,130500,181.71,No,
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,Mobile SIM Card,Male,3,Good,40,1GB+1.5mins Daily Plan,500,14,7000,76.91,No,
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,Broadband MiFi,Male,3,Good,40,150GB FUP Monthly Unlimited,20000,17,340000,128.71,No,
CUST0189,Zainab Mcguire,Feb-25,73,Plateau,5G Broadband Router,Male,3,Good,40,60GB Monthly Broadband Plan,14500,18,261000,126.34,No,
CUST0190,Funke Thomas,Feb-25,64,Ekiti,5G Broadband Router,Female,3,Good,35,300GB FUP Monthly Unlimited,30000,20,600000,5.7,No,
CUST0190,Funke Thomas,Feb-25,64,Ekiti,4G Router,Female,3,Good,35,10GB+10mins Monthly Plan,4500,9,40500,6.35,No,
CUST0190,Funke Thomas,Feb-25,64,Ekiti,Mobile SIM Card,Female,3,Good,35,2.5GB 2-Day Plan,900,16,14400,161.83,No,
CUST0191,Sarah Meyer,Feb-25,61,Osun,Broadband MiFi,Male,2,Fair,7,300GB FUP Monthly Unlimited,30000,6,180000,187.07,Yes,Better Offers from Competitors
CUST0191,Sarah Meyer,Feb-25,61,Osun,Mobile SIM Card,Male,2,Fair,7,1.5GB 2-Day Plan,600,11,6600,47.69,Yes,Better Offers from Competitors
CUST0191,Sarah Meyer,Feb-25,61,Osun,4G Router,Male,2,Fair,7,25GB Monthly Plan,9000,1,9000,182.84,Yes,Better Offers from Competitors
CUST0192,Oghene Schroeder,Mar-25,34,Benue,Broadband MiFi,Female,2,Fair,35,150GB FUP Monthly Unlimited,20000,1,20000,120.53,No,
CUST0193,Sarah Thomas,Feb-25,77,Lagos,5G Broadband Router,Female,2,Fair,59,30GB Monthly Broadband Plan,9000,19,171000,4.87,No,
CUST0194,Obinna Dunn,Mar-25,30,Bauchi,5G Broadband Router,Female,4,Very Good,5,300GB FUP Monthly Unlimited,30000,14,420000,195.18,No,
CUST0194,Obinna Dunn,Mar-25,30,Bauchi,4G Router,Female,4,Very Good,5,165GB Monthly Plan,35000,6,210000,130.01,No,
CUST0195,Oghene Munoz,Mar-25,44,Enugu,Mobile SIM Card,Female,2,Fair,20,1.5GB 2-Day Plan,600,20,12000,120.68,Yes,Poor Network
CUST0195,Oghene Munoz,Mar-25,44,Enugu,5G Broadband Router,Female,2,Fair,20,60GB Monthly Broadband Plan,14500,4,58000,128.11,Yes,Poor Network
CUST0195,Oghene Munoz,Mar-25,44,Enugu,Broadband MiFi,Female,2,Fair,20,60GB Monthly Broadband Plan,14500,3,43500,28.56,Yes,Poor Network
CUST0196,Halima Burns,Jan-25,60,Niger,4G Router,Male,3,Good,41,65GB Monthly Plan,16000,4,64000,70.42,No,
CUST0196,Halima Burns,Jan-25,60,Niger,Broadband MiFi,Male,3,Good,41,30GB Monthly Broadband Plan,9000,15,135000,10.11,No,
CUST0197,Ibim Murphy,Feb-25,37,Kogi,Mobile SIM Card,Female,3,Good,57,500MB Daily Plan,350,3,1050,32.95,No,
CUST0198,Bola Potter,Jan-25,53,Kano,4G Router,Female,1,Poor,17,65GB Monthly Plan,16000,3,48000,109.64,No,
CUST0198,Bola Potter,Jan-25,53,Kano,5G Broadband Router,Female,1,Poor,17,200GB Monthly Broadband Plan,25000,20,500000,119.01,No,
CUST0199,John Morales,Feb-25,19,Kwara,4G Router,Male,2,Fair,39,10GB+10mins Monthly Plan,4500,18,81000,139.59,Yes,Costly Data Plans
CUST0200,Saidu Tucker,Jan-25,52,Abia,4G Router,Male,4,Very Good,7,25GB Monthly Plan,9000,3,27000,1.26,No,
CUST0200,Saidu Tucker,Jan-25,52,Abia,Broadband MiFi,Male,4,Very Good,7,300GB FUP Monthly Unlimited,30000,20,600000,164.87,No,
CUST0201,John Mcgrath,Feb-25,41,Anambra,Broadband MiFi,Male,3,Good,14,60GB Monthly Broadband Plan,14500,9,130500,94.45,No,
CUST0201,John Mcgrath,Feb-25,41,Anambra,4G Router,Male,3,Good,14,65GB Monthly Plan,16000,13,208000,128.55,No,
CUST0202,Shehu Hays,Feb-25,63,Jigawa,4G Router,Female,1,Poor,12,65GB Monthly Plan,16000,4,64000,30.65,Yes,Fast Data Consumption
CUST0202,Shehu Hays,Feb-25,63,Jigawa,Mobile SIM Card,Female,1,Poor,12,3.2GB 2-Day Plan,1000,18,18000,133.79,Yes,Fast Data Consumption
CUST0203,Ibim Castro,Feb-25,45,Oyo,4G Router,Female,5,Excellent,53,25GB Monthly Plan,9000,2,18000,16.25,No,
CUST0203,Ibim Castro,Feb-25,45,Oyo,Mobile SIM Card,Female,5,Excellent,53,16.5GB+10mins Monthly Plan,6500,17,110500,114.46,No,
CUST0204,Obinna Patterson,Feb-25,31,Nasarawa,Mobile SIM Card,Male,2,Fair,11,500MB Daily Plan,350,5,1750,199.46,Yes,Fast Data Consumption
CUST0205,Saidu Munoz,Feb-25,56,Kaduna,Mobile SIM Card,Male,5,Excellent,25,16.5GB+10mins Monthly Plan,6500,4,26000,156.45,No,
CUST0205,Saidu Munoz,Feb-25,56,Kaduna,Broadband MiFi,Male,5,Excellent,25,60GB Monthly Broadband Plan,14500,19,275500,30.35,No,
CUST0206,Ngozi Wood,Mar-25,29,Anambra,Mobile SIM Card,Female,4,Very Good,56,1.5GB 2-Day Plan,600,5,3000,55.45,Yes,High Call Tarriffs
CUST0206,Ngozi Wood,Mar-25,29,Anambra,Broadband MiFi,Female,4,Very Good,56,120GB Monthly Broadband Plan,24000,13,312000,121.93,Yes,High Call Tarriffs
CUST0207,Bola Miller,Feb-25,66,Bayelsa,5G Broadband Router,Male,3,Good,4,120GB Monthly Broadband Plan,24000,16,384000,62.53,No,
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,Broadband MiFi,Female,3,Good,48,150GB FUP Monthly Unlimited,20000,14,280000,182.73,Yes,Fast Data Consumption
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,Mobile SIM Card,Female,3,Good,48,12.5GB Monthly Plan,5500,12,66000,152.02,Yes,Fast Data Consumption
CUST0208,Ngozi Acevedo,Feb-25,45,Borno,4G Router,Female,3,Good,48,65GB Monthly Plan,16000,6,96000,103.3,Yes,Fast Data Consumption
CUST0209,Kunle Bird,Jan-25,55,Zamfara,Broadband MiFi,Female,2,Fair,9,150GB FUP Monthly Unlimited,20000,2,40000,7.1,Yes,Better Offers from Competitors
CUST0210,Ejiro Gill,Feb-25,41,Akwa Ibom,Broadband MiFi,Female,5,Excellent,53,150GB FUP Monthly Unlimited,20000,20,400000,74.81,No,
CUST0211,Alabo Clay,Feb-25,38,Taraba,Broadband MiFi,Female,3,Good,23,60GB Monthly Broadband Plan,14500,19,275500,10.41,No,
CUST0211,Alabo Clay,Feb-25,38,Taraba,Mobile SIM Card,Female,3,Good,23,10GB+10mins Monthly Plan,4500,8,36000,171.49,No,
CUST0211,Alabo Clay,Feb-25,38,Taraba,Mobile SIM Card,Female,3,Good,23,500MB Daily Plan,350,14,4900,54.18,No,
CUST0212,Michael Williams,Feb-25,18,Lagos,4G Router,Female,2,Fair,59,10GB+10mins Monthly Plan,4500,10,45000,121.86,No,
CUST0213,Zainab Clark,Mar-25,70,Jigawa,Mobile SIM Card,Female,2,Fair,30,2.5GB 2-Day Plan,900,12,10800,102.55,No,
CUST0213,Zainab Clark,Mar-25,70,Jigawa,5G Broadband Router,Female,2,Fair,30,120GB Monthly Broadband Plan,24000,4,96000,60.05,No,
CUST0213,Zainab Clark,Mar-25,70,Jigawa,Broadband MiFi,Female,2,Fair,30,60GB Monthly Broadband Plan,14500,9,130500,13.24,No,
CUST0214,Ese Cooper,Feb-25,51,Edo,Mobile SIM Card,Female,5,Excellent,13,7GB Monthly Plan,3500,1,3500,136.31,No,
CUST0215,Grace Figueroa,Feb-25,53,Edo,Mobile SIM Card,Female,1,Poor,26,165GB Monthly Plan,35000,12,420000,181.35,No,
CUST0215,Grace Figueroa,Feb-25,53,Edo,Mobile SIM Card,Female,1,Poor,26,16.5GB+10mins Monthly Plan,6500,6,39000,60.39,No,
CUST0215,Grace Figueroa,Feb-25,53,Edo,Broadband MiFi,Female,1,Poor,26,120GB Monthly Broadband Plan,24000,4,96000,36.64,No,
CUST0216,John Erickson,Mar-25,32,Edo,5G Broadband Router,Male,1,Poor,44,200GB Monthly Broadband Plan,25000,10,250000,52.48,Yes,Poor Customer Service
CUST0216,John Erickson,Mar-25,32,Edo,4G Router,Male,1,Poor,44,165GB Monthly Plan,35000,16,560000,170.32,Yes,Poor Customer Service
CUST0216,John Erickson,Mar-25,32,Edo,Mobile SIM Card,Male,1,Poor,44,2.5GB 2-Day Plan,900,19,17100,173.35,Yes,Poor Customer Service
CUST0217,Kunle Collins,Feb-25,76,Benue,4G Router,Male,5,Excellent,56,10GB+10mins Monthly Plan,4500,19,85500,68.86,Yes,Poor Network
CUST0218,Zina Dawson,Jan-25,34,Niger,5G Broadband Router,Male,4,Very Good,50,30GB Monthly Broadband Plan,9000,9,81000,1.44,No,
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),Mobile SIM Card,Female,2,Fair,51,12.5GB Monthly Plan,5500,2,11000,76.97,No,
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),4G Router,Female,2,Fair,51,10GB+10mins Monthly Plan,4500,1,4500,146.27,No,
CUST0219,Fatima Scott,Jan-25,37,Abuja (FCT),5G Broadband Router,Female,2,Fair,51,200GB Monthly Broadband Plan,25000,17,425000,151.49,No,
CUST0220,Bala Smith,Mar-25,18,Lagos,Mobile SIM Card,Male,3,Good,15,2.5GB 2-Day Plan,900,10,9000,59.99,Yes,Fast Data Consumption
CUST0221,Zina Cochran,Feb-25,59,Kwara,Mobile SIM Card,Male,3,Good,22,2.5GB 2-Day Plan,900,5,4500,46.07,No,
CUST0222,Fatima Carpenter,Mar-25,18,Zamfara,Mobile SIM Card,Male,1,Poor,8,2.5GB 2-Day Plan,900,1,900,132.56,No,
CUST0223,Sade Howell,Jan-25,30,Kogi,Mobile SIM Card,Female,5,Excellent,25,65GB Monthly Plan,16000,4,64000,60.57,Yes,High Call Tarriffs
CUST0224,Sarah Stevens,Jan-25,50,Borno,5G Broadband Router,Female,5,Excellent,54,150GB FUP Monthly Unlimited,20000,16,320000,157.06,No,
CUST0225,Bala Cummings,Feb-25,41,Edo,Mobile SIM Card,Male,3,Good,23,165GB Monthly Plan,35000,1,35000,66.46,Yes,Relocation
CUST0225,Bala Cummings,Feb-25,41,Edo,5G Broadband Router,Male,3,Good,23,30GB Monthly Broadband Plan,9000,4,36000,134.49,Yes,Relocation
CUST0226,Grace Carter,Jan-25,35,Katsina,5G Broadband Router,Male,3,Good,47,1.5TB Yearly Broadband Plan,150000,6,900000,10.49,No,
CUST0226,Grace Carter,Jan-25,35,Katsina,4G Router,Male,3,Good,47,65GB Monthly Plan,16000,12,192000,170.52,No,
CUST0227,Ese Stewart,Jan-25,70,Delta,4G Router,Male,1,Poor,55,165GB Monthly Plan,35000,9,315000,191.04,No,
CUST0227,Ese Stewart,Jan-25,70,Delta,Mobile SIM Card,Male,1,Poor,55,3.2GB 2-Day Plan,1000,11,11000,74.84,No,
CUST0227,Ese Stewart,Jan-25,70,Delta,5G Broadband Router,Male,1,Poor,55,300GB FUP Monthly Unlimited,30000,13,390000,23.21,No,
CUST0228,Zina Fuller,Feb-25,50,Jigawa,Broadband MiFi,Female,2,Fair,52,60GB Monthly Broadband Plan,14500,16,232000,182.29,Yes,High Call Tarriffs
CUST0228,Zina Fuller,Feb-25,50,Jigawa,Mobile SIM Card,Female,2,Fair,52,12.5GB Monthly Plan,5500,13,71500,36.66,Yes,High Call Tarriffs
CUST0228,Zina Fuller,Feb-25,50,Jigawa,5G Broadband Router,Female,2,Fair,52,200GB Monthly Broadband Plan,25000,5,125000,122.47,Yes,High Call Tarriffs
CUST0229,John Edwards,Jan-25,78,Delta,Mobile SIM Card,Female,1,Poor,29,25GB Monthly Plan,9000,20,180000,104.06,Yes,Costly Data Plans
CUST0230,Ngozi Pierce,Feb-25,71,Imo,Broadband MiFi,Female,2,Fair,23,120GB Monthly Broadband Plan,24000,16,384000,169.84,No,
CUST0230,Ngozi Pierce,Feb-25,71,Imo,Mobile SIM Card,Female,2,Fair,23,1.5GB 2-Day Plan,600,16,9600,15.44,No,
CUST0230,Ngozi Pierce,Feb-25,71,Imo,5G Broadband Router,Female,2,Fair,23,200GB Monthly Broadband Plan,25000,9,225000,48.56,No,
CUST0231,Sade Smith,Feb-25,80,Osun,Mobile SIM Card,Female,1,Poor,26,12.5GB Monthly Plan,5500,16,88000,63.55,No,
CUST0231,Sade Smith,Feb-25,80,Osun,Broadband MiFi,Female,1,Poor,26,30GB Monthly Broadband Plan,9000,14,126000,20.98,No,
CUST0231,Sade Smith,Feb-25,80,Osun,Mobile SIM Card,Female,1,Poor,26,65GB Monthly Plan,16000,1,16000,111.65,No,
CUST0232,Chinedu Hughes,Feb-25,54,Zamfara,4G Router,Male,3,Good,42,165GB Monthly Plan,35000,20,700000,66.73,No,
CUST0233,John Benjamin,Feb-25,62,Nasarawa,5G Broadband Router,Male,1,Poor,7,150GB FUP Monthly Unlimited,20000,6,120000,9.63,No,
CUST0233,John Benjamin,Feb-25,62,Nasarawa,Mobile SIM Card,Male,1,Poor,7,12.5GB Monthly Plan,5500,14,77000,28.52,No,
CUST0233,John Benjamin,Feb-25,62,Nasarawa,4G Router,Male,1,Poor,7,65GB Monthly Plan,16000,7,112000,51.23,No,
CUST0234,Bala Hardin,Feb-25,31,Kebbi,Broadband MiFi,Male,3,Good,30,60GB Monthly Broadband Plan,14500,19,275500,91.75,Yes,Fast Data Consumption
CUST0235,Michael Savage,Jan-25,33,Yobe,Mobile SIM Card,Male,5,Excellent,34,1.5GB 2-Day Plan,600,5,3000,146.23,No,
CUST0235,Michael Savage,Jan-25,33,Yobe,5G Broadband Router,Male,5,Excellent,34,150GB FUP Monthly Unlimited,20000,20,400000,77.79,No,
CUST0235,Michael Savage,Jan-25,33,Yobe,Broadband MiFi,Male,5,Excellent,34,120GB Monthly Broadband Plan,24000,17,408000,176.6,No,
CUST0236,Omamuzo Stephenson,Mar-25,69,Imo,Mobile SIM Card,Female,3,Good,26,165GB Monthly Plan,35000,17,595000,120.7,No,
CUST0237,Maryam Moore,Mar-25,56,Ondo,4G Router,Male,3,Good,14,25GB Monthly Plan,9000,12,108000,142.22,No,
CUST0238,John Patel,Feb-25,69,Adamawa,Mobile SIM Card,Female,1,Poor,57,1.5GB 2-Day Plan,600,2,1200,11.09,No,
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),5G Broadband Router,Female,2,Fair,44,200GB Monthly Broadband Plan,25000,4,100000,162.9,No,
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),Broadband MiFi,Female,2,Fair,44,120GB Monthly Broadband Plan,24000,18,432000,173.67,No,
CUST0239,Bala Holt,Mar-25,50,Abuja (FCT),Mobile SIM Card,Female,2,Fair,44,500MB Daily Plan,350,18,6300,148.61,No,
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,5G Broadband Router,Female,4,Very Good,45,30GB Monthly Broadband Plan,9000,7,63000,148.86,No,
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,Mobile SIM Card,Female,4,Very Good,45,12.5GB Monthly Plan,5500,12,66000,166.08,No,
CUST0240,Omamuzo Roberts,Jan-25,46,Zamfara,Broadband MiFi,Female,4,Very Good,45,120GB Monthly Broadband Plan,24000,20,480000,109.55,No,
CUST0241,Bala Calhoun,Jan-25,40,Cross River,Broadband MiFi,Female,2,Fair,12,60GB Monthly Broadband Plan,14500,9,130500,56.18,No,
CUST0241,Bala Calhoun,Jan-25,40,Cross River,4G Router,Female,2,Fair,12,10GB+10mins Monthly Plan,4500,9,40500,32.61,No,
CUST0241,Bala Calhoun,Jan-25,40,Cross River,Mobile SIM Card,Female,2,Fair,12,2.5GB 2-Day Plan,900,5,4500,66.45,No,
CUST0242,Bola Miller,Mar-25,35,Niger,5G Broadband Router,Male,4,Very Good,50,60GB Monthly Broadband Plan,14500,17,246500,191.42,No,
CUST0242,Bola Miller,Mar-25,35,Niger,Broadband MiFi,Male,4,Very Good,50,30GB Monthly Broadband Plan,9000,6,54000,157.36,No,
CUST0242,Bola Miller,Mar-25,35,Niger,4G Router,Male,4,Very Good,50,165GB Monthly Plan,35000,13,455000,108.84,No,
CUST0243,Chinedu Elliott,Mar-25,60,Osun,Mobile SIM Card,Male,3,Good,43,16.5GB+10mins Monthly Plan,6500,1,6500,164.83,No,
CUST0244,Ifeanyi Austin,Feb-25,60,Nasarawa,Mobile SIM Card,Male,1,Poor,58,20GB Monthly Plan,7500,10,75000,51.69,No,
CUST0244,Ifeanyi Austin,Feb-25,60,Nasarawa,Broadband MiFi,Male,1,Poor,58,30GB Monthly Broadband Plan,9000,12,108000,182.31,No,
CUST0245,Michael Jones,Feb-25,73,Yobe,4G Router,Male,3,Good,19,65GB Monthly Plan,16000,7,112000,125.57,No,
CUST0246,Fatima Foster,Feb-25,70,Anambra,Broadband MiFi,Male,1,Poor,35,60GB Monthly Broadband Plan,14500,2,29000,143.52,No,
CUST0247,Chinedu Yates,Mar-25,25,Oyo,5G Broadband Router,Male,5,Excellent,51,450GB 3-Month Broadband Plan,75000,13,975000,77.91,Yes,Better Offers from Competitors
CUST0248,Boma Peterson,Jan-25,56,Kano,Broadband MiFi,Female,5,Excellent,44,30GB Monthly Broadband Plan,9000,17,153000,71.86,Yes,High Call Tarriffs
CUST0248,Boma Peterson,Jan-25,56,Kano,5G Broadband Router,Female,5,Excellent,44,150GB FUP Monthly Unlimited,20000,10,200000,58.32,Yes,High Call Tarriffs
CUST0248,Boma Peterson,Jan-25,56,Kano,Mobile SIM Card,Female,5,Excellent,44,3.2GB 2-Day Plan,1000,15,15000,56.66,Yes,High Call Tarriffs
CUST0249,Omamuzo Jones,Feb-25,66,Kano,5G Broadband Router,Female,2,Fair,11,120GB Monthly Broadband Plan,24000,12,288000,135.62,No,
CUST0249,Omamuzo Jones,Feb-25,66,Kano,Mobile SIM Card,Female,2,Fair,11,2.5GB 2-Day Plan,900,18,16200,110.93,No,
CUST0249,Omamuzo Jones,Feb-25,66,Kano,Broadband MiFi,Female,2,Fair,11,150GB FUP Monthly Unlimited,20000,1,20000,25.09,No,
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,4G Router,Male,2,Fair,48,10GB+10mins Monthly Plan,4500,9,40500,123.57,No,
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,Broadband MiFi,Male,2,Fair,48,150GB FUP Monthly Unlimited,20000,19,380000,23.37,No,
CUST0250,Tamuno Lawrence,Mar-25,26,Abia,5G Broadband Router,Male,2,Fair,48,30GB Monthly Broadband Plan,9000,18,162000,170.35,No,
CUST0251,Zina Nicholson,Jan-25,25,Cross River,5G Broadband Router,Male,2,Fair,17,300GB FUP Monthly Unlimited,30000,8,240000,134.42,No,
CUST0251,Zina Nicholson,Jan-25,25,Cross River,4G Router,Male,2,Fair,17,65GB Monthly Plan,16000,3,48000,57.38,No,
CUST0252,Bala Graham,Mar-25,56,Yobe,5G Broadband Router,Female,5,Excellent,22,300GB FUP Monthly Unlimited,30000,8,240000,1.46,Yes,Relocation
CUST0252,Bala Graham,Mar-25,56,Yobe,Mobile SIM Card,Female,5,Excellent,22,10GB+10mins Monthly Plan,4500,14,63000,142.58,Yes,Relocation
CUST0253,Zainab Blackwell,Feb-25,62,Borno,Mobile SIM Card,Female,4,Very Good,57,3.2GB 2-Day Plan,1000,20,20000,35.57,No,
CUST0253,Zainab Blackwell,Feb-25,62,Borno,5G Broadband Router,Female,4,Very Good,57,150GB FUP Monthly Unlimited,20000,5,100000,168.44,No,
CUST0254,David Rodriguez,Jan-25,41,Edo,Broadband MiFi,Male,1,Poor,47,120GB Monthly Broadband Plan,24000,2,48000,42.95,No,
CUST0254,David Rodriguez,Jan-25,41,Edo,5G Broadband Router,Male,1,Poor,47,120GB Monthly Broadband Plan,24000,18,432000,108.92,No,
CUST0254,David Rodriguez,Jan-25,41,Edo,4G Router,Male,1,Poor,47,165GB Monthly Plan,35000,5,175000,130.95,No,
CUST0255,Ejiro Miller,Feb-25,66,Osun,5G Broadband Router,Female,5,Excellent,9,30GB Monthly Broadband Plan,9000,20,180000,132.7,No,
CUST0255,Ejiro Miller,Feb-25,66,Osun,Mobile SIM Card,Female,5,Excellent,9,1.5GB 2-Day Plan,600,5,3000,151.56,No,
CUST0256,Alabo Smith,Feb-25,36,Enugu,4G Router,Male,3,Good,48,25GB Monthly Plan,9000,2,18000,74.2,Yes,Better Offers from Competitors
CUST0256,Alabo Smith,Feb-25,36,Enugu,Broadband MiFi,Male,3,Good,48,150GB FUP Monthly Unlimited,20000,12,240000,103.82,Yes,Better Offers from Competitors
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,5G Broadband Router,Male,1,Poor,3,300GB FUP Monthly Unlimited,30000,13,390000,75.64,No,
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,Mobile SIM Card,Male,1,Poor,3,7GB Monthly Plan,3500,3,10500,117.74,No,
CUST0257,Omamuzo Smith,Mar-25,76,Sokoto,4G Router,Male,1,Poor,3,25GB Monthly Plan,9000,8,72000,75.58,No,
CUST0258,Sarah Munoz,Feb-25,67,Ekiti,Mobile SIM Card,Female,5,Excellent,32,65GB Monthly Plan,16000,9,144000,103.15,Yes,Poor Customer Service
CUST0258,Sarah Munoz,Feb-25,67,Ekiti,Broadband MiFi,Female,5,Excellent,32,150GB FUP Monthly Unlimited,20000,6,120000,30.47,Yes,Poor Customer Service
CUST0259,Ejiro Collins,Mar-25,31,Osun,Mobile SIM Card,Female,1,Poor,52,1.5GB 2-Day Plan,600,14,8400,129.63,No,
CUST0259,Ejiro Collins,Mar-25,31,Osun,Broadband MiFi,Female,1,Poor,52,30GB Monthly Broadband Plan,9000,5,45000,49.11,No,
CUST0260,Amina Johns,Feb-25,33,Zamfara,Mobile SIM Card,Male,1,Poor,58,1GB+1.5mins Daily Plan,500,7,3500,189.48,Yes,Poor Customer Service
CUST0260,Amina Johns,Feb-25,33,Zamfara,5G Broadband Router,Male,1,Poor,58,1.5TB Yearly Broadband Plan,150000,16,2400000,121.5,Yes,Poor Customer Service
CUST0260,Amina Johns,Feb-25,33,Zamfara,Broadband MiFi,Male,1,Poor,58,60GB Monthly Broadband Plan,14500,14,203000,34.53,Yes,Poor Customer Service
CUST0261,Obinna Simon,Mar-25,39,Zamfara,4G Router,Female,4,Very Good,11,165GB Monthly Plan,35000,4,140000,77.4,No,
CUST0262,Funke Alexander,Feb-25,41,Bauchi,Broadband MiFi,Female,5,Excellent,53,30GB Monthly Broadband Plan,9000,5,45000,96.71,Yes,Fast Data Consumption
CUST0262,Funke Alexander,Feb-25,41,Bauchi,5G Broadband Router,Female,5,Excellent,53,30GB Monthly Broadband Plan,9000,14,126000,179.45,Yes,Fast Data Consumption
CUST0262,Funke Alexander,Feb-25,41,Bauchi,Mobile SIM Card,Female,5,Excellent,53,16.5GB+10mins Monthly Plan,6500,2,13000,84.43,Yes,Fast Data Consumption
CUST0263,Sarah Fritz,Feb-25,70,Osun,Broadband MiFi,Female,3,Good,51,300GB FUP Monthly Unlimited,30000,8,240000,95.69,No,
CUST0263,Sarah Fritz,Feb-25,70,Osun,4G Router,Female,3,Good,51,65GB Monthly Plan,16000,18,288000,57.01,No,
CUST0263,Sarah Fritz,Feb-25,70,Osun,Mobile SIM Card,Female,3,Good,51,20GB Monthly Plan,7500,1,7500,51.93,No,
CUST0264,Tunde Smith,Feb-25,31,Bauchi,Mobile SIM Card,Male,3,Good,25,165GB Monthly Plan,35000,9,315000,130.49,No,
CUST0265,Saidu Martinez,Feb-25,70,Gombe,Mobile SIM Card,Female,2,Fair,44,16.5GB+10mins Monthly Plan,6500,9,58500,111.2,No,
CUST0265,Saidu Martinez,Feb-25,70,Gombe,Broadband MiFi,Female,2,Fair,44,300GB FUP Monthly Unlimited,30000,13,390000,115.74,No,
CUST0265,Saidu Martinez,Feb-25,70,Gombe,4G Router,Female,2,Fair,44,10GB+10mins Monthly Plan,4500,4,18000,171.07,No,
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),Broadband MiFi,Male,3,Good,14,30GB Monthly Broadband Plan,9000,5,45000,160.97,No,
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),Mobile SIM Card,Male,3,Good,14,12.5GB Monthly Plan,5500,14,77000,185.21,No,
CUST0266,Nura Hunter,Feb-25,73,Abuja (FCT),4G Router,Male,3,Good,14,65GB Monthly Plan,16000,8,128000,13.28,No,
CUST0267,Ejiro Mendoza,Feb-25,26,Rivers,Broadband MiFi,Female,5,Excellent,60,60GB Monthly Broadband Plan,14500,7,101500,88.07,No,
